[2025-10-19 01:50:17] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --size-limit=5m --language yaml -- /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics-db
[2025-10-19 01:50:17] Log file was started late.
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/n_joint_arm_to_point_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/n_joint_arm_to_point_control/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/two_joint_arm_to_point_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/two_joint_arm_to_point_control/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/rrt_star_seven_joint_arm_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/rrt_star_seven_joint_arm_control/__pycache__...
[2025-10-19 01:50:17] Plumbing command codeql resolve files completed:
                      [
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.circleci/config.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/FUNDING.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/codeql/codeql-config.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/dependabot.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/workflows/Linux_CI.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/workflows/MacOS_CI.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/workflows/Windows_CI.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/workflows/circleci-artifacts-redirector.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/workflows/codeql.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/workflows/gh-pages.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/_config.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/appveyor.yml",
                        "/Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/requirements/environment.yml"
                      ]
[2025-10-19 01:50:17] [DETAILS] database index-files> Found 13 files.
[2025-10-19 01:50:17] [PROGRESS] database index-files> /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics-db: Indexing files in in /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics...
[2025-10-19 01:50:17] Using index-files script /opt/homebrew/Caskroom/codeql/2.23.3/codeql/yaml/tools/index-files.sh.
[2025-10-19 01:50:17] [PROGRESS] database index-files> Running command in /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics: [/opt/homebrew/Caskroom/codeql/2.23.3/codeql/yaml/tools/index-files.sh, /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics-db/working/files-to-index9651403751633841415.list]
[2025-10-19 01:50:18] Terminating normally.
